image_path,mask_path,split,px_class0,px_class1,px_class2,px_class3,px_class4,px_class5,px_class6,px_class7
..\data\leftImg8bit\train\krefeld\krefeld_000000_034231_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_034231_gtFine_labelIds.png,train,260948,885583,519113,65488,135995,175195,6172,48658
..\data\leftImg8bit\train\krefeld\krefeld_000000_034389_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_034389_gtFine_labelIds.png,train,249445,909604,370902,33853,397185,104187,16932,15044
..\data\leftImg8bit\train\krefeld\krefeld_000000_034686_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_034686_gtFine_labelIds.png,train,374168,952834,301389,33174,286643,131167,9333,8444
..\data\leftImg8bit\train\krefeld\krefeld_000000_035124_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_035124_gtFine_labelIds.png,train,234952,822374,300892,8171,379934,61280,0,289549
..\data\leftImg8bit\train\krefeld\krefeld_000000_035398_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_035398_gtFine_labelIds.png,train,299463,858444,224854,48914,348488,226080,18788,72121
..\data\leftImg8bit\train\krefeld\krefeld_000000_036299_leftImg8bit.png,..\data\gtFine\train\krefeld\krefeld_000000_036299_gtFine_labelIds.png,train,319126,873771,69103,57006,377985,294462,4475,101224
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_000076_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_000076_gtFine_labelIds.png,train,253311,860457,151957,30481,486285,296544,0,18117
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_000383_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_000383_gtFine_labelIds.png,train,240780,825997,517168,64952,26937,139006,1921,280391
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_001068_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_001068_gtFine_labelIds.png,train,268280,940308,323785,13015,522419,25855,812,2678
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_001294_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_001294_gtFine_labelIds.png,train,250575,903370,400124,18489,245922,244748,2696,31228
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_002255_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_002255_gtFine_labelIds.png,train,254452,884752,529109,28113,130232,212546,18405,39543
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_002478_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_002478_gtFine_labelIds.png,train,269293,935821,311464,125130,231407,184352,1003,38682
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_002972_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_002972_gtFine_labelIds.png,train,236971,944748,290076,55619,372961,127738,1798,67241
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_003442_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_003442_gtFine_labelIds.png,train,303091,724089,290718,17007,395005,93559,1284,272399
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_004580_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_004580_gtFine_labelIds.png,train,252149,726726,186293,105768,669116,141545,4278,11277
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_005138_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_005138_gtFine_labelIds.png,train,238554,907020,790566,18796,67861,784,8623,64948
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_005686_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_005686_gtFine_labelIds.png,train,429955,755380,149510,15621,472660,90381,7395,176250
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_005876_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_005876_gtFine_labelIds.png,train,289809,829435,429263,17123,284674,120272,8427,118149
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_006169_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_006169_gtFine_labelIds.png,train,251298,912726,709806,9083,133327,24703,2487,53722
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_006518_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_006518_gtFine_labelIds.png,train,246504,805325,429779,39969,386706,87580,5057,96232
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_007098_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_007098_gtFine_labelIds.png,train,247769,1017780,568608,55715,100744,82902,17039,6595
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_007695_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_007695_gtFine_labelIds.png,train,289600,894618,678160,56236,48214,76629,16045,37650
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_007851_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_007851_gtFine_labelIds.png,train,277610,743045,424453,39483,270885,53712,16081,271883
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_009191_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_009191_gtFine_labelIds.png,train,290006,735554,546560,47762,76166,130431,329,270344
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_009615_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_009615_gtFine_labelIds.png,train,250540,958446,342146,45885,284035,214319,1160,621
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_009690_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_009690_gtFine_labelIds.png,train,249655,791216,318828,36618,500207,195180,1992,3456
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_009930_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_009930_gtFine_labelIds.png,train,272488,896560,168312,40699,381616,281797,8625,47055
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_010280_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_010280_gtFine_labelIds.png,train,318155,816898,188659,61481,459328,199703,14331,38597
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_010505_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_010505_gtFine_labelIds.png,train,240002,598466,727045,10376,0,29326,19248,472689
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_010733_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_010733_gtFine_labelIds.png,train,327656,742897,287061,49407,449540,29323,13603,197665
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_010860_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_010860_gtFine_labelIds.png,train,248145,878266,753865,31842,80264,0,11648,93122
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_011383_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_011383_gtFine_labelIds.png,train,291885,785347,242080,73540,499624,0,66656,138020
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_012376_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_012376_gtFine_labelIds.png,train,242721,890176,680208,43387,52588,106030,0,82042
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_012672_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_012672_gtFine_labelIds.png,train,256408,909350,383257,53421,366963,34790,2408,90555
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_013228_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_013228_gtFine_labelIds.png,train,251427,749964,240565,58537,530410,90419,2203,173627
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_013352_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_013352_gtFine_labelIds.png,train,231784,881586,422905,37904,481365,19528,14409,7671
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_014685_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_014685_gtFine_labelIds.png,train,259656,837131,195500,30575,605855,100179,7087,61169
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_015126_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_015126_gtFine_labelIds.png,train,266924,776635,924664,24601,61014,402,0,42912
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_015561_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_015561_gtFine_labelIds.png,train,333711,853275,739071,69019,97015,5061,0,0
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_015685_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_015685_gtFine_labelIds.png,train,247935,846754,795110,28526,40186,88798,38021,11822
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_015928_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_015928_gtFine_labelIds.png,train,247541,884955,563562,45411,127453,203172,8285,16773
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_017950_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_017950_gtFine_labelIds.png,train,240965,947743,360191,39764,317512,156792,4440,29745
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_018114_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_018114_gtFine_labelIds.png,train,238988,846080,480722,40857,174812,137610,5444,172639
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_018294_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_018294_gtFine_labelIds.png,train,269721,789164,792157,47965,23978,109765,39796,24606
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_018445_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_018445_gtFine_labelIds.png,train,296268,861201,575271,100091,152651,82736,2029,26905
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_018575_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_018575_gtFine_labelIds.png,train,337560,874321,478591,60431,97500,191586,49886,7277
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_018720_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_018720_gtFine_labelIds.png,train,406903,804082,455055,63993,274651,34579,26459,31430
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_019142_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_019142_gtFine_labelIds.png,train,313345,807565,485089,38796,193514,1052,0,257791
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_019500_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_019500_gtFine_labelIds.png,train,230439,728117,746348,36492,66766,0,35718,253272
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_019682_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_019682_gtFine_labelIds.png,train,234612,805178,728883,11865,119601,0,0,197013
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_019901_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_019901_gtFine_labelIds.png,train,310699,808510,631188,39974,230142,90,0,76549
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_020303_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_020303_gtFine_labelIds.png,train,230057,820466,69183,8403,686625,0,3426,278992
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_020596_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_020596_gtFine_labelIds.png,train,259462,923828,216511,4086,529999,85851,322,77093
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_020856_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_020856_gtFine_labelIds.png,train,398199,775112,164017,41746,554745,3506,28257,131570
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_021104_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_021104_gtFine_labelIds.png,train,414391,605553,503728,7453,258966,101502,2283,203276
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_021663_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_021663_gtFine_labelIds.png,train,386343,801517,252082,41279,464726,123565,20690,6950
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_022361_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_022361_gtFine_labelIds.png,train,318019,580635,583679,2919,29827,87263,0,494810
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_022748_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_022748_gtFine_labelIds.png,train,452089,905201,405773,10458,148045,81128,795,93663
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_023052_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_023052_gtFine_labelIds.png,train,227822,1005921,224017,38650,513017,61753,0,25972
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_023375_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_023375_gtFine_labelIds.png,train,229118,619760,1039578,782,0,0,61858,146056
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_023489_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_023489_gtFine_labelIds.png,train,360408,720021,221156,6131,257967,164836,0,366633
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_023856_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_023856_gtFine_labelIds.png,train,329691,893519,191424,33496,598116,29491,5206,16209
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_024243_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_024243_gtFine_labelIds.png,train,284404,839436,410845,12471,201226,167537,0,181233
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_024637_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_024637_gtFine_labelIds.png,train,288486,779479,443011,3704,210766,18392,0,353314
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_024964_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_024964_gtFine_labelIds.png,train,228249,695475,81551,6147,721437,56789,10032,297472
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_025215_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_025215_gtFine_labelIds.png,train,294580,655563,444281,3828,286183,80601,17453,314663
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_026006_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_026006_gtFine_labelIds.png,train,282408,939535,142959,33540,483153,163017,1725,50815
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_026305_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_026305_gtFine_labelIds.png,train,257769,973163,409300,30322,146477,204826,307,74988
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_026602_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_026602_gtFine_labelIds.png,train,227490,890575,478485,12296,316690,170197,0,1419
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_026908_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_026908_gtFine_labelIds.png,train,231878,855853,393314,32263,359427,72663,6232,145522
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_027628_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_027628_gtFine_labelIds.png,train,297409,879068,525413,16097,191104,158983,6399,22679
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_028216_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_028216_gtFine_labelIds.png,train,235266,920059,270787,18916,484813,158518,0,8793
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_028563_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_028563_gtFine_labelIds.png,train,273815,852682,464421,9036,378090,24145,0,94963
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_028883_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_028883_gtFine_labelIds.png,train,242248,891533,664444,6140,92921,166781,3160,29925
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_029240_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_029240_gtFine_labelIds.png,train,241908,950125,612463,53926,112696,90506,0,35528
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_029526_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_029526_gtFine_labelIds.png,train,365120,680737,458883,19727,185207,113659,0,273819
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_030010_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_030010_gtFine_labelIds.png,train,242233,903954,745918,33252,28922,120174,3386,19313
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_030662_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_030662_gtFine_labelIds.png,train,254179,851780,481062,20275,223165,129753,4729,132209
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_031005_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_031005_gtFine_labelIds.png,train,258513,806132,169005,43732,345573,133527,557,340113
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_031360_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_031360_gtFine_labelIds.png,train,320321,728958,512486,9244,170395,69042,288,286418
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_031623_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_031623_gtFine_labelIds.png,train,386663,897469,502474,95131,74362,102416,9968,28669
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_032540_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_032540_gtFine_labelIds.png,train,414066,1059562,333246,42998,117669,33316,10916,85379
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_033454_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_033454_gtFine_labelIds.png,train,324533,783043,605584,40558,43883,58846,1860,238845
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_033683_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_033683_gtFine_labelIds.png,train,229936,861208,837288,31653,758,69289,7498,59522
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_034302_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_034302_gtFine_labelIds.png,train,846776,0,1034400,72264,105292,4765,0,33655
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_034621_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_034621_gtFine_labelIds.png,train,230368,826117,713630,79258,191929,20489,6270,29091
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_034930_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_034930_gtFine_labelIds.png,train,251519,946969,672025,43427,88972,7720,10661,75859
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_035083_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_035083_gtFine_labelIds.png,train,257749,958322,494007,39581,145600,118936,23122,59835
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_035364_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_035364_gtFine_labelIds.png,train,339212,725466,441272,32062,190863,123655,0,244622
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_035650_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_035650_gtFine_labelIds.png,train,540086,927749,66605,64647,429599,30448,26722,11296
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_035718_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_035718_gtFine_labelIds.png,train,329490,816667,175245,63916,437592,108207,144489,21546
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000000_036139_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000000_036139_gtFine_labelIds.png,train,431793,639371,380903,24789,377839,101893,0,140564
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000001_000054_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000001_000054_gtFine_labelIds.png,train,229160,855321,373354,24682,506427,50098,27725,30385
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000001_000168_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000001_000168_gtFine_labelIds.png,train,231401,828708,398947,37502,483649,49437,24169,43339
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000001_000537_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000001_000537_gtFine_labelIds.png,train,237100,862960,354424,8826,337937,105150,8157,182598
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000001_000876_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000001_000876_gtFine_labelIds.png,train,242780,880039,209505,33531,337762,199147,3238,191150
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000001_001531_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000001_001531_gtFine_labelIds.png,train,434023,698848,338967,14477,411774,105548,0,93515
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000001_001936_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000001_001936_gtFine_labelIds.png,train,276428,875860,400085,66615,81388,299765,1918,95093
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000001_002229_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000001_002229_gtFine_labelIds.png,train,260071,967372,244519,8593,502547,104062,3705,6283
..\data\leftImg8bit\train\monchengladbach\monchengladbach_000001_002353_leftImg8bit.png,..\data\gtFine\train\monchengladbach\monchengladbach_000001_002353_gtFine_labelIds.png,train,333419,907207,397441,17971,383289,25891,4569,27365
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_000065_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_000065_gtFine_labelIds.png,train,241471,700790,54797,8915,524458,177543,0,389178
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_000295_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_000295_gtFine_labelIds.png,train,304292,835662,110006,11986,494390,231622,0,109194
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_000751_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_000751_gtFine_labelIds.png,train,267749,865410,229835,27699,462444,206649,0,37366
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_001278_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_001278_gtFine_labelIds.png,train,392730,519382,300183,16353,167954,185577,0,514973
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_002183_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_002183_gtFine_labelIds.png,train,292842,806265,510937,20124,154713,199585,0,112686
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_002553_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_002553_gtFine_labelIds.png,train,307250,741651,352088,14636,319487,30006,0,332034
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_003632_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_003632_gtFine_labelIds.png,train,313710,704989,410119,19871,282225,60520,7067,298651
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_003846_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_003846_gtFine_labelIds.png,train,282891,836533,314867,73999,323476,58323,3402,203661
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_004112_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_004112_gtFine_labelIds.png,train,378647,736625,557190,44450,261155,48785,9022,61278
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_004248_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_004248_gtFine_labelIds.png,train,232671,947145,475091,58775,157492,88618,23942,113418
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_004383_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_004383_gtFine_labelIds.png,train,303637,816810,391951,61792,394151,58709,32095,38007
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_004660_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_004660_gtFine_labelIds.png,train,291440,932425,291161,77913,334264,143550,244,26155
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_004951_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_004951_gtFine_labelIds.png,train,545578,603217,621401,42806,195881,63194,17665,7410
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_005249_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_005249_gtFine_labelIds.png,train,300827,930944,636685,57741,75489,54890,10331,30245
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_005912_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_005912_gtFine_labelIds.png,train,315672,678787,770381,36699,106832,0,0,188781
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_005995_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_005995_gtFine_labelIds.png,train,261760,910641,518007,10945,262389,29650,8601,95159
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_006106_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_006106_gtFine_labelIds.png,train,248280,875806,560878,38415,126521,20046,9499,217707
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_006264_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_006264_gtFine_labelIds.png,train,230846,692317,963109,6237,120619,25301,51265,7458
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_006483_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_006483_gtFine_labelIds.png,train,240534,765369,793602,2692,57593,207010,21636,8716
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_006621_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_006621_gtFine_labelIds.png,train,249092,776975,715358,12702,123401,134643,45384,39597
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_006995_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_006995_gtFine_labelIds.png,train,263630,783305,705034,38815,170098,102732,25784,7754
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_007441_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_007441_gtFine_labelIds.png,train,330315,764903,456289,68927,312373,106550,53697,4098
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_007727_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_007727_gtFine_labelIds.png,train,320658,868967,308117,26230,453731,95151,24298,0
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_007813_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_007813_gtFine_labelIds.png,train,254956,787252,510877,22978,396518,59685,63128,1758
..\data\leftImg8bit\train\strasbourg\strasbourg_000000_008603_leftImg8bit.png,..\data\gtFine\train\strasbourg\strasbourg_000000_008603_gtFine_labelIds.png,train,318236,848459,538025,33935,177982,32451,47486,100578
